TÌtulo;Resumo;Selecionado
Software Sustainability in the Age of Everything as a Service;"The need for acknowledging and managing sustainability as an essential quality of software systems has been steadily increasing over the past few years, in part as a reaction to the implications of ìsoftware eating the worldî. Especially the widespread adoption of the Everything as a Service (*aaS) model of delivering software and (virtualized) hardware through cloud computing has put two sustainability dimensions upfront and center. On the one hand, services must be sustainable on a technical level by ensuring continuity of operations for both providers and consumers despite, or even better, while taking into account their evolution. On the other hand, the prosuming of services must also be financially sustainable for the involved stakeholders.

In this work, we discuss the need for a software architecting approach that encompasses in a holistic manner the other two dimensions of software sustainability as well, namely the social and environmental aspects of services. We highlight relevant works and identify key challenges still to be addressed in the context of software systems operating across different models for cloud delivery and deployment. We then present our vision for an architecting framework that allows system stakeholders to work in tandem towards improving a set of sustainability indicators specifically tailored for the *aaS model.";1
The Sustainability Assessment Framework Toolkit: A Decade of Modeling Experience;"Software intensive systems play a crucial role in most, if not all, aspects of modern society. As such, both their sustainability and their role in supporting sustainable processes, must be realized by design. To this aim, the architecture of software intensive systems should be designed to support sustainability goals; and measured to understand how effectively they do so. In this paper, we present the Sustainability Assessment Framework (SAF) Toolkit ñ a set of instruments that support architects and design decision makers in modeling sustainability as a software quality property. The SAF Toolkit is the result of our experience gained in over a decade of cases in collaboration with industrial partners. We illustrate the toolkit with examples stemming from various cases. We extract our lessons learned, and our current research and future plans to extend the SAF Toolkit for further architecture modeling and measurement.";1
Identifying, categorizing and mitigating threats to validity in software engineering secondary studies;"Context
Secondary studies are vulnerable to threats to validity. Although, mitigating these threats is crucial for the credibility of these studies, we currently lack a systematic approach to identify, categorize and mitigate threats to validity for secondary studies.
Objective
In this paper, we review the corpus of secondary studies, with the aim to identify: (a) the trend of reporting threats to validity, (b) the most common threats to validity and corresponding mitigation actions, and (c) possible categories in which threats to validity can be classified.
Method
To achieve this goal we employ the tertiary study research method that is used for synthesizing knowledge from existing secondary studies. In particular, we collected data from more than 100 studies, published until December 2016 in top quality software engineering venues (both journals and conference).
Results
Our results suggest that in recent years, secondary studies are more likely to report their threats to validity. However, the presentation of such threats is rather ad hoc, e.g., the same threat may be presented with a different name, or under a different category. To alleviate this problem, we propose a classification schema for reporting threats to validity and possible mitigation actions. Both the classification of threats and the associated mitigation actions have been validated by an empirical study, i.e., Delphi rounds with experts.
Conclusion
Based on the proposed schema, we provide a checklist, which authors of secondary studies can use for identifying and categorizing threats to validity and corresponding mitigation actions, while readers of secondary studies can use the checklist for assessing the validity of the reported results.";1
Predictive Lane Change Decision Making Using Bidirectional Long Shot-Term Memory for Autonomous Driving on Highways;This paper presents a lane change decision algorithm for predictive decision-making for an autonomous vehicle using a Recurrent Neural Network (RNN) with a Bidirectional Long Short-Term Memory (Bi-LSTM) cell. The proposed decision-making algorithm was trained and validated by driving data collected by vision, laser scanners, and chassis sensors of autonomous vehicles. The input features for the Bi-LSTM based RNN consist of the clearance and relative velocity with the surrounding target vehicles, lane measurements, and the velocity of the autonomous vehicle. The output features are configured to generate the probability of three maneuvers, left lane change, right lane change, and lane-keeping. The Bi-LSTM based RNN is configured to decide in advance two seconds before lane changes by using two seconds of observation. The collected 20,108 datasets were accumulated in global coordinates. After processing and resampling the collected datasets, 1,120, 320, and 160 datasets were generated to train, validate, and test the Bi-LSTM based RNN. The proposed algorithm was evaluated by a case study and a driving data-based prediction accuracy analysis. The results of the predictive lane change decision by the proposed algorithm have been shown to be more accurate and similar to a driver than previous approaches.;
Multi-Criteria Group Assessment of E-Commerce Websites Based on the New PROSA GDSS Method‚Äìthe Case of Poland;Due to the COVID-19 pandemic and lockdowns, the popularity and number of users of e-commerce websites has increased significantly recently. In order to retain new users in the future, e-commerce websites need to develop their quality and constantly monitor it. The problem of assessing the quality of websites is a multi-criteria problem and multi-criteria decision making methods are used in it. Taking into account the need for a consensus of experts or users evaluating the website, the article developed a new multi-criteria group decision making method, called PROSA GDSS (PROmethee for Sustainability Assessment- Group Decision Support System), which allows to reward the consensus of decision makers' preferences and penalize conflicts of preferences. This method was used in the evaluation of e-commerce websites operating on the Polish market that offer the widest range of products. In the course of research works, a wide applicability of the developed method in the problems of group assessment and its broad analytical possibilities was demonstrated. As a result of the research, it has been found that local parties have an established position on the Polish e-commerce market, and parties operating from abroad, and those entering the Polish market, must catch up with the distance that separates them from local tycoons.;
An Informative Interpretation of Decision Theory: Scalar Performance Measures for Binary Decisions;A previous formulation for the application of information accounting to binary decision theory is extended to permit the quality of the decision to be quantitatively measured by evaluation of the underlying informational support. Both a single exemplar measure of information, separability, and its ensemble average equivalent, separation, are shown to measure the information support for decision quality (i.e., how well-informed is the decision), rather than the information support for decision adjudication (i.e., which hypothesis is the better choice) provided by predecision information measures. When compared to the traditional receiver operating characteristic, these measures present several functional advantages. They are scalar in nature, and may be directly optimized over secondary parameters, as well as being rigorously well posed and universally comparable. They incorporate the effects of all relevant decision components (prior information, observational information, and decision rule) in a unified manner while still being easily related to the predecision information measures of log likelihood ratio and generalized signal-to-noise ratio. They can be applied equally well to individual trials or composite averages, and evaluation does not require knowledge of the underlying truth. Compared to false alarm-oriented methods for assessing decision performance, their construction reduces sensitivity to tail effects in the underlying distributions.;
A Novel PROMETHEE-Based Outranking Approach for Multiple Criteria Decision Analysis With Pythagorean Fuzzy Information;This paper aims to present a novel outranking approach of the preference ranking organization method for enrichment evaluations (PROMETHEEs) based on Pythagorean fuzzy sets for multiple criteria decision analysis. The proposed method utilizes a novel Pythagorean fuzzy precedence index, which is based on the difference of scalar functions under anchored judgments with respect to the superiority/inferiority Pythagorean fuzzy numbers. To appropriately describe the hesitation between indifference and preference in the Pythagorean fuzzy context, this paper introduces useful precedence-based preference functions to establish the precedence relations based on pairwise comparisons. As a multiple criteria measure under Pythagorean fuzzy uncertainty, the concept of overall preference indices is identified at the aggregation stage to exploit certain rules for generating PROMETHEE flows. Next, this paper provides effective Pythagorean fuzzy PROMETHEE I and II ranking procedures to determine partial and complete preorders, respectively, among competing alternatives. The developed Pythagorean fuzzy PROMETHEE-based outranking approach is comparatively validated using a real-world application concerning the selection problem of bridge construction methods. The solution results along with a comparison analysis demonstrate that the proposed methodology outperforms the comparative approach in terms of reasonability and stability.;
Optimal Decision Tree for Cycle Time Prediction and Allowance Determination;The due-date quotation is a key performance indicator for managing customer orders which would influence customer acceptance and/or the future potential lateness penalty. The production cycle time and allowance time are added and used as the due date of order. The objective is to maximize the hit rate which is the percentage of the orders fulfilled within the time limit of quoted due date. Under the framework of supervised machine learning, we explore the new developments in feature selection and the optimal decision tree to predict cycle time by using mixed-integer optimization. Cycle time allowance could be added to the predicted cycle time or incorporated in an optimization problem as a managerial decision variable. Case studies are used to demonstrate the effectiveness of this approach, and their performances are comparable to the other popular ensemble tree approaches, such as random forests and gradient boosting.;
Multi Attribute Decision Making Using Optimistic/Pessimistic Z-Numbers;This paper presents a novel approach for multi attribute decision making (MADM). It proposes the concept of optimistic/pessimistic Z-number, which is defined as a tuple  $(Z_{x},\delta)$  where  $Z_{x}$  is a Z-number, and  $\delta \in \{+,-\}$  determines if the evaluator is optimistic (+) or pessimistic (‚àí) regarding the provided Z-valuation. Optimistic Z-valuation shows that the hesitation of the evaluator is toward increasing the value of the evaluated object. Pessimistic Z-valuation shows that the hesitation of the evaluator is toward decreasing the value of the evaluated object. Using optimistic/pessimistic Z-number in MADM process involves asking the decision maker to evaluate a set of alternatives with respect to a set of weighted criteria using optimistic/pessimistic Z-numbers. After that the provided evaluations are converted to crisp values using the proposed  $RANKING$  function, which considers the linguistic meaning of the components of Z-numbers. In the last stage, weighted sum model is used to find the best alternative. The proposed  $RANKING$  function shows realistic results when it is compared with a well-known method from the literature.;
Expected value method for fuzzy multiple attribute decision making;This paper presents a fuzzy multiple attribute decision-making (FMADM) method in which the attribute weights and decision matrix elements (attribute values) are fuzzy variables. Fuzzy arithmetic and the expected value operator of fuzzy variables are used to develop the expected value method to solve the FMADM problem. A numerical example is given to demonstrate the feasibility and effectiveness of the method.;
Multiple Criteria Group Decision Making Using a Parametric Linear Programming Technique for Multidimensional Analysis of Preference Under Uncertainty of Pythagorean Fuzziness;This paper aims to utilize the core structure of linear programming technique for multidimensional analysis of preference (LINMAP) to propose a parametric LINMAP methodology for addressing multiple criteria group decision-making problems based on Pythagorean fuzzy sets. To compare Pythagorean membership grades, this paper presents a Hamming distance-based approach for identifying closeness-based order relations based on Pythagorean fuzzy closeness indices. The concept of comprehensive closeness measures is introduced to measure individual order consistency and inconsistency between subjective preference relations and objective order relations. In the spirit of LINMAP, this paper determines individual goodness of fit and poorness of fit and further constructs a novel parametric LINMAP model. The applicability of the developed approach is explored by a practical application of railway project investment. Some comparative analyses are conducted to demonstrate the usefulness and advantages of the proposed methodology.;
A Hybrid Fuzzy Soft Sets Decision Making Method in Medical Diagnosis;The existing approaches for fuzzy soft sets decision-making are mainly based on different types of level soft sets. How to deal with such kinds of fuzzy soft sets decision-making problems via decreasing the uncertainty resulting from human's subjective cognition is still an open issue. To address this issue, a hybrid method for utilizing fuzzy soft sets in decision-making by integrating a fuzzy preference relations analysis based on the belief entropy with the Dempster-Shafer evidence theory is proposed. The proposed method is composed of four procedures. First, we measure the uncertainties of parameters by leveraging the belief entropy. Second, with the fuzzy preference relations analysis, the uncertainties of parameters are modulated by making use of the relative reliability preference of parameters. Third, an appropriate basic probability assignment in terms of each parameter is generated on the modulated uncertainty degrees of parameters basis. Finally, we adopt Dempster's combination rule to fuse the independent parameters into an integrated one;
New explorations for decision trees;Traditionally, the decision tree method. is defined and used. for. finding the optimal solution of a Bayesian decision problem. And it is difficult to use the decision tree method to find the sub-optimal solution, not to mention to rank alternatives. This paper discusses how to use the decision tree method for the alternative selecting and ranking. A practical case study is given to illustrate the applicability.;
A Novel Interval Value Extension of Picture Fuzzy Sets Into Group Decision Making: An Approach to Support Supply Chain Sustainability in Catastrophic Disruptions;In critical times when disasters and unpredicted events collapse human judgments, formation and structure of social infrastructure gets to be rather important. Acute risk of catastrophic events such as a rare disaster, a coronavirus pandemic, trigger a global scale setback which has a substantial impact on people‚Äôs lives and livelihoods. Catastrophic events halt economic landscape, collapse commodity prices, and silence production engines which interact in complex ways. During this phase of volatility and opacity, roles of sustainable supply chain, productions and circular economy get more important than ever. Such disruptions are therefore to be addressed by identifying sustainable supply chain strategies. This paper intends to establish underlying patterns of disruptive factors in the supply chain to evaluate strategies in formation and structuring of sustainable supply chain by applying it to real world example in Turkish Kitchen Equipment Manufacturer (KEM). Selection of sustainable supply chain strategy is a complex Multi-Criteria Decision-Making (MCDM) issue involving various parameters that may be contradictory at the same time. Analytical-Hierarchy-Process (AHP) and VlseKriterijumska-Optimizacija-I-Kompromisno-Resenje (VIKOR) methods can be used to solve such problems. In order to strengthen these methods in terms of their lacking capability of coping with uncertainty and incomplete information, they are extended with Interval-Valued Picture-Fuzzy Set (IVPFS) to better simulate human judgment. MCDM processes can be enhanced with Group-Decision-Making (GDM) to combine individual Decision Makers‚Äô (DMs) opinions into group judgments. Found outcome reveal that supply chains to respond catastrophic disruptions, businesses should primarily diversify supply chain from a geographic perspective, and should diversify disruptive forces in motion from a physical perspective. Originality of article is based on integrated AHP and VIKOR approaches in IVPFS based GDM algorithm as a first in the literature and presentation of its application for supply chain sustainability in catastrophic disruptions as a decision support tool.;
An Integrated MCDM Approach for Cloud Service Selection Based on TOPSIS and BWM;Cloud Computing (CC) has become increasingly popular since it provides a wide variety of customized and reliable computational services. With the rapid growth of this technology, more and more IT services providers compete to offer high-quality and cost-effective cloud services that best fulfill their customers' needs. Given the vast diversity of these offers, the choice of the most appropriate Cloud Service Provider (CSP) became a dilemma that confuses most cloud customers. Many diverged criteria have to be considered to precisely evaluate services offered by several CSPs, some of these criteria cannot be quantified easily such as usability and security. The selection of the best CSP is thus a complex Multi-Criteria Decision Making (MCDM) problem that needs to be addressed efficiently. Previous studies of this problem employed MCDM methods that are either unfeasible when it is difficult or meaningless to quantify alternatives over criteria or computationally expensive and inconsistent when relative preferences of alternatives and criteria are used instead. In this paper, we propose a novel MCDM approach that is feasible, efficient and consistent using relative preferences of criteria and alternatives. The proposed approach incorporates Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS) and the Best Worst Method (BWM) to rank CSPs using evaluation criteria characterizing their services. The integrated approach has been tested and validated through a use-case scenario which demonstrates its effectiveness and correctness. We have also compared the proposed approach to the most commonly used MCDM approach, Analytical Hierarchical Process (AHP). The results clearly show that the proposed approach outperforms AHP in terms of computational complexity and consistency;
Three-Way Decision in a Multi-Source Information System and Its Applications;Three-way decision (3WD) is a decision that conforms to human's cognitive pattern and offers a new visual angle for solving practical decision-making problems. An information system (IS) represents relationships between objects and attributes. And a multi-source information system (MSIS) is an IS which composes of multi-source data sets. This paper presents 3WD in an MSIS as well as gives its application in petroleum project investment. Considering that risks are uncertain, loss functions are first given by means of interval numbers. Then, multi-granulation decision-theoretic rough set (MGDTRS) models in a given MSIS are proposed from the point of view of multi-granulation. Next, based on the idea of a decision-theoretic rough set (DTRS), the optimistic and pessimistic 3WDs in the MSIS are proposed. Finally, an example of petroleum project investment is used to support the feasibility of the proposed decision method.;
A Mixed-Choice-Strategy-Based Consensus Ranking Method for Multiple Criteria Decision Analysis Involving Pythagorean Fuzzy Information;The aim of this paper is to develop a novel consensus ranking method that uses a mixed choice strategy for multiple criteria decision analysis (MCDA) under complex uncertainty based on Pythagorean fuzzy (PF) sets. The majority of MCDA methods have focused almost exclusively on ‚Äúcriterion-specific‚Äùchoice tasks that are the tasks in which all alternatives are decomposed into distinct components and evaluated on specific criteria. However, in certain MCDA problems in practical applications, category-based choices tend to be more holistic in nature, especially in affective-like aspects. Therefore, this paper incorporates a mixed choice strategy (i.e., a combination of a category-based strategy and a criterion-specific strategy) into the core structure of the developed MCDA method. Furthermore, this paper utilizes the theory of Pythagorean fuzziness to provide a powerful modeling tool for complex and varied decision-making environments. Employing the developed concepts of a PF precedence index based on PF information and a disagreement indicator based on distances between rankings, this paper proposes a novel consensus ranking method by means of a comprehensive disagreement-based assignment model for addressing a mixed-choice-strategy-based MCDA problem in the PF context. As an application of the proposed methodology, a real-world case study of a luxury car selection problem is investigated. The application results, along with a comparative analysis, demonstrate the practicality and effectiveness of the developed approach, which is capable of handling hybrid category-based and criterion-specific choice tasks and managing complex uncertainty in practical situations.;
Using Data Mining Techniques to Predict Student Performance to Support Decision Making in University Admission Systems;An admissions system based on valid and reliable admissions criteria is very important to select candidates likely to perform well academically at institutions of higher education. This study focuses on ways to support universities in admissions decision making using data mining techniques to predict applicants' academic performance at university. A data set of 2,039 students enrolled in a Computer Science and Information College of a Saudi public university from 2016 to 2019 was used to validate the proposed methodology. The results demonstrate that applicants' early university performance can be predicted before admission based on certain pre-admission criteria (high school grade average, Scholastic Achievement Admission Test score, and General Aptitude Test score). The results also show that Scholastic Achievement Admission Test score is the pre-admission criterion that most accurately predicts future student performance. Therefore, this score should be assigned more weight in admissions systems. We also found that the Artificial Neural Network technique has an accuracy rate above 79%, making it superior to other classification techniques considered (Decision Trees, Support Vector Machines, and Na√Øve Bayes).;
Dual worth trade-off method and its application for solving multiple criteria decision making problems;To overcome the limitations of the traditional surrogate worth trade-off (SWT) method and solve the multiple criteria decision making problem more efficiently and interactively, a new method labeled dual worth tradeoff (DWT) method is proposed. The DWT method dynamically uses the duality theory related to the multiple criteria decision making problem and analytic hierarchy process technique to obtain the decision maker's solution preference information and finally find the satisfactory compromise solution of the decision maker. Through the interactive process between the analyst and the decision maker, trade-off information is solicited and treated properly, the representative subset of efficient solutions and the satisfactory solution to the problem are found. The implementation procedure for the DWT method is presented. The effectiveness and applicability of the DWT method are shown by a practical case study in the field of production scheduling.;
Novel Generalized Distance Measure of Pythagorean Fuzzy Sets and a Compromise Approach for Multiple Criteria Decision Analysis Under Uncertainty;This paper aims at developing a novel generalized distance measure of Pythagorean fuzzy (PF) sets and constructing a distance-based compromise approach for multiple criteria decision analysis (MCDA) within PF environments. The theory of Pythagorean fuzziness provides a representative model of nonstandard fuzzy sets;
An MCDM Approach for Cloud Computing Service Selection Based on Best-Only Method;Owing to the significant and continuous development of cloud computing technology and the increasing number of cloud service providers (CSPs) that have emerged, CSP selection has become a challenging decision for many organizations. To accurately evaluate the services provided by various CSPs, many independent criteria must be considered, resulting in a multi-criteria decision-making (MCDM) problem. In MCDM problems, several alternatives are assessed against several criteria to identify the optimal alternative (s). The challenges stem from complex computation as well as less consistency, resulting in less reliable results. In this paper, a new method, called the best-only method (BOM), is proposed for solving the CSP selection problem, which is viable, efficient, and fully consistent. The proposed method was evaluated and validated using a use-case scenario, demonstrating its efficiency and appropriateness. The proposed method is compared with two popular MCDM methods, analytical hierarchical process (AHP) and best-worst method (BWM), from three perspectives: efficiency, consistency ratio (CR), and total deviation (TD). Based on the obtained results, AHP and BWM require 75.3% and 46.2% more comparisons, respectively, than the proposed method. The consistency ratios for AHP, BWM, and the proposed method were 37.92%, 13.35%, and 0%, respectively. The total deviations are 21.26, 8.65, and 0 for AHP, BWM, and the proposed method, respectively. These results clearly indicate that the proposed method outperforms AHP and BWM in terms of computing complexity and consistency, making it more efficient and reliable.;
A Psychometric Approach to the VIKOR Method for Eliciting Subjective Public Assessments;Based on the concepts of sensory thresholds, the Weber-Fechner Law in psychology has usually been applied to sensory dimensions. However, some neurophysiological studies have shown that assessment of mental numbers or numerical information also follows this law. Therefore this paper proposes a modification of VIKOR that reflects the Weber-Fechner law to account for nonlinearity in evaluation scales as perceived by decision-makers. The model is applied to a case where public approval of two different types of public bus operation systems considering six criteria is pursued. The results are compared with those obtained from the multi-attribute value method (MAVT). The suggested method inflates the relative attractiveness of the alternatives that are closer to the best solutions (used by VIKOR). A numerical example is also provided to illustrate the applicability of the approach. This method can be a useful tool where public opinions based on subjective perceptions in a public participation process are of particular interest rather than assessing verifiable facts, i.e., observable, measurable data.;
Multi-criteria decision-making approach with incomplete certain information based on ternary AHP;It is not uncommon in multiple criteria decision-making that the numerical values of alternatives of some criteria are subject to imprecision, uncertainty and indetermination and the information on weights of criteria is incomplete certain. A new multiple criteria decision-making method with incomplete certain information based on ternary AHP is proposed. This improves on Takeda's method. In this method, the ternary comparison matrix of the alternatives under each pseudo-criteria is constructed, the eigenvector associated with the maximum eigenvalue of the ternary comparison matrix is attained as to normalize priority vector of the alternatives, then the order of alternatives is obtained by solving two kinds of linear programming problems. Finally, an example is given to show the feasibility and effectiveness of the method.;
Multi-Objective Decision-Making for Mobile Cloud Offloading: A Survey;Running very complex applications on mobile devices is still challenging since they are constrained by limited resources, such as memory capacity, network bandwidth, processor speed, and battery power. Mobile Cloud Computing (MCC) is a combination of cloud computing and mobile internet, which could effectively alleviate the resource constraints of mobile devices. How to efficiently offload computation intensive parts of mobile applications from mobile devices to capable cloud servers is one of the keys. In mobile environments, the resource heterogeneity of mobile devices and cloud services, the interruption of heterogeneous wireless networks, the complexity of mobile applications, and the characteristic of transferring a large amount of data, are the major bottlenecks that have prevented this technology from being widely used. This paper takes these constraints into an account at the same time and explores methods of multi-objective decision making for timeand energy-aware task offloading for MCC. It is designed to ensure the right computational tasks are executed in the right way, at the right time and place.;
New Multiparametric Similarity Measure and Distance Measure for Interval Neutrosophic Set With IoT Industry Evaluation;In the epoch of the Internet of Things (IoT), we have confronted five challenges (Connectivity, Value, Security, Telepresence, and Intelligence) with complex structures. The IoT industry decision making is critically important for countries or societies to enhance the effectiveness and validity of leadership, which can greatly accelerate the industrialized and large-scale development. In the case of IoT industry decision evaluation, the essential problem arises serious incompleteness, impreciseness, subjectivity, and incertitude. Interval neutrosophic set, disposing of the indeterminacy portrayed by truth membership T, indeterminacy membership I, and falsity membership F with interval form, is a more viable and effective means to seize indeterminacy. The main purpose of this paper is to investigate the multiparametric distance measure and similarity measure. Meanwhile, some interesting properties of distance measure and similarity measure are proved. Then, the objective weights of diverse attributes are ascertained by the deviation-based method. Moreover, we explore the combination weight, which reveals both the objective preference and subjective preference. The validity of the algorithm is illustrated by an IoT industry decision-making issue, along with the effect of diverse parameters on the ranking. Finally, a comparison of the developed with the existing interval neutrosophic decision-making methods have been executed in the light of the counter-intuitive phenomena and unauthentic issue for displaying their effectiveness.;
A New Link Between Output-Oriented BCC Model with Fuzzy Data in the Present of Undesirable Outputs and MOLP;In recent years, the relation between data envelopment analysis and multiple objective linear programming has received a great deal of attention from researchers. However, there are two difficulties in doing an objective evaluation of the performance of decision making units. The first one is how to treat undesirable factors jointly produced with the desirable factors and the second one is how to treat with imprecise data. In this paper, we establish an equivalence relation between multiple objective linear programming and the output-oriented Banker, Charnes, Cooper(BCC) model in the present of undesirable factors and fuzzy data such that the decision maker's preference can be taken into account in an interactive fashion for finding target unit.;
Engineering management - general: Long term decision-making using throughput accounting;Throughput accounting, the Theory of Constraints' alternative to product costing, is being criticised for ignoring fixed costs and emphasizing short-term optimization by assuming that variables such as product price, customer orders, technology and production design are fixed and therefore appropriate for maximizing throughput. It is argued that the Theory of Constraints and thus also throughput accounting are little more than a powerful short-run optimisation procedures.;
A New Generalized Fuzzy Divergence Measure and Applications;This paper introduces a new parametric generalized measure of fuzzy di-vergence with the proof of its validity. The particular cases are proved in the proposed generalized fuzzy divergence measure. In addition, the elegant properties are studied on the new generalized fuzzy divergence measure. A method to solve multi-criteria decision making problem is developed by using the proposed generalized fuzzy diver-gence measure. Finally, the applications of this fuzzy divergence measure to pattern recognition and multi-criteria decision making are shown using numerical examples for each.;
Safer User Interfaces: A Case Study in Improving Number Entry;Numbers are used in critical applications, including finance, healthcare, aviation, and of course in every aspect of computing. User interfaces for number entry in many devices (calculators, spreadsheets, infusion pumps, mobile phones, etc.) have bugs and design defects that induce unnecessary use errors that compromise their dependability. Focusing on Arabic key interfaces, which use digit keys 0-9-¬∑ usually augmented with correction keys, this paper introduces a method for formalising and managing design problems. Since number entry and devices such as calculators have been the subject of extensive user interface research since at least the 1980s, the diverse design defects uncovered imply that user evaluation methodologies are insufficient for critical applications. Likewise, formal methods are not being applied effectively. User interfaces are not trivial and more attention should be paid to their correct design and implementation. The paper includes many recommendations for designing safer number entry user interfaces.;
An Intuitionistic Linguistic DEMATEL-Based Network Model for Effective National Defense and Force Innovative Project Planning;The COVID-19 pandemic will accelerate the shift toward multipolarity, and will have major long-term impacts on territorial security within the Indo-Pacific. In addition, COVID-19 is likely to have a long-term effect on risk evaluation in the Indo-Pacific states. Therefore, it is vital to oversee and execute remedial activities quickly and successfully, amid the COVID-19 pandemic. This paper proposes a national defense and military budget planning strategy. It applies a decision-making trial and evaluation laboratory linguistic data strategy for group decision-making, in order to collect group opinions and analyze the causal relationship of complicated social science issues in indistinct situations. These concepts are divided into causal and impact groups, to provide an improved understanding of the relationship among them, as well as making recommendations to improve their general execution. This paper employed the fuzzy DEMATEL method to analyze the model and considered suggestions as the key influencing factors in budget planning strategy. Through this well-constructed fuzzy DEMATEL approach our research results show that a proper operations strategy and management of both resource usage and task arrangement in accordance with policy making will accomplish excellent budget planning strategy results. The results reveal that the Mission Requirement is a major causal factor. The study can provide a successful national defense and military budget strategy assessment with satisfactory criteria that fit the decision-makers‚Äô requirements, particularly when the assessment criteria are various and entwined. We offer recommendations for government authorities to plan national defense and military budget planning strategies.;
Developments in Fuzzy Multicriteria Analysis;Selecting or ranking available alternatives (observations/objects) with respect to multiple, often conflicting criteria in a fuzzy environment usually referred to as fuzzy multicriteria analysis is a problem of a major interest in information and engineering. Methodologies for addressing this problem have been developed from a variety of research disciplines, including statistics, econometrics, artificial intelligent, and operations research. This paper presents an overview of the developments in fuzzy multicriteria analysis. It discusses the complexity of fuzzy multicriteria analysis and analyses the existing approaches from four different perspectives for facilitating a better understanding of the recent development in this domain. Finally, the paper elaborates on the future research areas in fuzzy multicriteria analysis.;
Optimal Decision Guidance for the Electricity Supply Chain Integration With Renewable Energy: Aligning Smart Cities Research With Sustainable Development Goals;The evolution of the smart cities' research and the relevant discussion on well-being is challenging the design of policies, information systems, and computational methods toward the alignment to Sustainable Development Goals (SDG) of the United Nations. Sustainable GOAL 7-Affordable and Clean Energy-is the focus of this paper. The requirement to integrate certain levels of renewable energy sources into the electricity grids to meet sustainability measures creates unfavorable variability in the entire electricity supply chain and delays the integration of renewable energy sources into the energy systems. This paper introduces a methodology and an optimization model for the electricity supply chain that allows reducing the variability of the renewable energy sources supply by optimal planning of the supply chain operations. The methodology supports electricity decision makers to identify the optimal operation of the electricity supply chain, taking into account multiple objectives and supply chain designs, including innovative architectures. The multi-objective linearized optimization model allows regulating the flow rates of energy and water for the electricity supply chain. The methodology was evaluated, considering three possible integration architectures for the loads and real-time electricity pricing. For each of the studied architectures, the analysis showed the optimal dispatching to reduce the energy variation due to the increasing renewable energy penetration into the grid. The results show how the methodology can present decision makers with optimal operation of the supply chain, such that a minimum energy variation is achieved at a minimum cost. The key contribution of this paper to the agenda of the special section entitled ‚ÄúUrban Computing & Well-being in Smart Cities: Services, Applications, Policymaking Considerations‚Äù is multifold: It sets a scientific framework for the promotion of the SDG #7 and innovates in the design and deliverable of a fully functional eco-system for the optimization of the electricity supply chain. It also defines well-being as an affordable and clean energy primer.;
Toward Selection of Trustworthy and Efficient E-Learning Platform;The e-learning sector continues to evolve, with a growing number of eLearning resources available to businesses, government agencies, and individual people. With the fastest growth in developing economies attempting to close the educational gap, the scope of eLearning is now stronger than ever. Because of its low cost, comfort, and availability, e-learning is quickly becoming the world‚Äôs dominant educational force of the twenty-first century. Students, experts, and professors are interacting with the educational setting in new ways due to e-learning platforms. Several academics struggle with deciding which of the numerous available platforms is the most suited for their scenario. Evaluating the benefits and drawbacks of every platform can help learners all over the world in designing personalized learning options that meet their budgets and context. This innovation is resilient and ever-changing in order to suit the needs of learners and educators all over the world. This article gives a brief overview of various popular online learning platforms. The main objective of this article is to shed some light on the effective advancement of e-learning platforms and evaluate them using a hybrid multiple criteria decision making (MCDM) model-oriented analysis amid pandemics and natural calamities, as well as provide recommendations for users about how to interact with the complexities of e-learning platform selection.;
Selection and Application of Building Material Suppliers Based on Intuitionistic Fuzzy Analytic Hierarchy Process (IFAHP) Model;Scientific selection of building materials supplier is of great importance in the management of construction projects. In this work, the selection problem of building material suppliers is investigated under the background of economic globalization based on the IFAHP approach. Firstly, according to the features and key factors of building materials supplier selection, this work constructs evaluation index system by taking five aspects including cost, quality, service level, supplier qualification and risk into account. Secondly, the intuitionistic fuzzy preference relations (IFPRs) of criteria or sub-criteria and IFPRs between the alternatives with respect to each sub-criterion are determined via paired comparisons. The consistency check is carried out subsequently. Considering that the interaction process between experts and decision makers is time consuming and the experts may be not willing to participate in the adjustment and correction of IFPR continuously, an algorithm is proposed to automatically correct the inconsistency while preserving the original information even without experts involved. Consequently, the time costs of experts can be greatly shortened. Based on the above analysis, the optimal scheme can be obtained via calculating the scores of each material supplier. A case study on the selection of building material suppliers is conducted by employing the proposed framework. Results show that the scores of the three suppliers is positively correlated with the weight of the cost but negatively correlated with that of quality, service level, supplier qualification and risk. Besides, the sensitivity analysis illustrates that product quality and service level affect the ranking greatly.;
Consensus Distributionally Robust Optimization With Phi-Divergence;We study an efficient algorithm to solve the distributionally robust optimization (DRO) problem, which has recently attracted attention as a new paradigm for decision making in uncertain situations. In traditional stochastic programming, a decision is sought that minimizes the expected cost over the probability distribution of the unknown parameters. In contrast, in DRO, robust decision making can be derived from data without assuming a probability distribution;
