T�tulo;Resumo;Selecionado
Proceedings of the 45th International Conference on Software Engineering: New Ideas and Emerging Results;Access control policies in distributed systems particularly implemented in the XACML standard language are increasingly complex. Faults may exist in complex policies for various reasons such as misunderstanding of the access control requirements omissions and coding errors. These faults if not removed before deployment may lead to unauthorized accesses or denial of service. Manual localization of these faults however can be a challenging task. Inspired by spectrum-based fault localization for software debugging this paper presents an approach for automatically localizing the fault(s) in a given XACML policy by exploring test coverage information of the policy elements. We investigate two test coverage criteria (i.e. reachability and firing) of policy elements and 14 scoring methods for ranking policy elements to determine the fault location(s). To evaluate the fault localization methods we have used real-world policy files with different levels of complexity and a large number of policy mutants with one or two seeded faults. The experiment results show that the firing-based Naish2 and CBI-Inc methods are effective in fault localization of XACML policies.;
Proceedings of the 21st ACM on Symposium on Access Control Models and Technologies;Most fault localization techniques take as input a faulty program and produce as output a ranked list of suspicious code locations at which the program may be defective. When researchers propose a new fault localization technique they typically evaluate it on programs with known faults. The technique is scored based on where in its output list the defective code appears. This enables the comparison of multiple fault localization techniques to determine which one is better.Previous research has evaluated fault localization techniques using artificial faults generated either by mutation tools or manually. In other words previous research has determined which fault localization techniques are best at finding artificial faults. However it is not known which fault localization techniques are best at finding real faults. It is not obvious that the answer is the same given previous work showing that artificial faults have both similarities to and differences from real faults.We performed a replication study to evaluate 10 claims in the literature that compared fault localization techniques (from the spectrum-based and mutation-based families). We used 2995 artificial faults in 6 real-world programs. Our results support 7 of the previous claims as statistically significant but only 3 as having non-negligible effect sizes. Then we evaluated the same 10 claims using 310 real faults from the 6 programs. Every previous result was refuted or was statistically and practically insignificant. Our experiments show that artificial faults are not useful for predicting which fault localization techniques perform best on real faults.In light of these results we identified a design space that includes many previously-studied fault localization techniques as well as hundreds of new techniques. We experimentally determined which factors in the design space are most important using an overall set of 395 real faults. Then we extended this design space with new techniques. Several of our novel techniques outperform all existing techniques notably in terms of ranking defective code in the top-5 or top-10 reports.;
Proceedings of the 39th International Conference on Software Engineering;Software testing is crucial to ensure the quality of a software under development. Once a potential bug is identified a Bug Report (BR) is opened with information to describe and reproduce the found issue. Usually in big companies hundreds of BRs are opened weekly by different testing teams which have to be inspected and fixed adequately. This paper is focused on the use of Machine Learning (ML) techniques to automate the Escaped Defect Analysis (EDA) which is an important (but expensive) task to improve the effectiveness of the testing teams. In our work Escaped Defects (EDs) are bugs or issues that should have been opened by a specific team but which was accidentally found by another team. The occurrence of EDs is risky as it is usually related to failures in the testing activities. EDA is usually performed manually by software engineers who read each BR’s textual content to judge whether it is an ED or not. This is challenging and time-consuming. In our solution the BR’s content is preprocessed by textual operations and then a feature representation is adopted by a ML classifier to return the probability of EDA labels. Experiments were performed in a dataset of 3767 BRs provided by the Motorola Mobility Com\'{e;
Proceedings of the 8th Brazilian Symposium on Systematic and Automated Software Testing;Post-silicon bug localization -- the process of identifying the location of a detected hardware bug and the cycle(s) during which the bug produces error(s) -- is a major bottleneck for complex integrated circuits. Instruction Footprint Recording and Analysis (IFRA) is a promising post-silicon bug localization technique for complex processor cores. However applying IFRA to new processor microarchitectures can be challenging due to the manual effort required to implement special microarchitecture-dependent analysis techniques for bug localization. This paper presents the Bug Localization Graph (BLoG) framework that enables application of IFRA to new processor microarchitectures with reduced manual effort. Results obtained from an industrial microarchitectural simulator modeling a state-of-the-art complex commercial microarchitecture (Intel Nehalem the foundation for the Intel Core™ i7 and Core™ i5 processor families) demonstrate that BLoG-assisted IFRA enables effective and efficient post-silicon bug localization for complex processors with high bug localization accuracy at low cost.;
Proceedings of the 47th Design Automation Conference;Software debugging is tedious and time consuming. To reduce the manual effort needed for debugging researchers have proposed a considerable number of techniques to automate the process of fault localization in particular techniques based on information retrieval (IR) have drawn increased attention in recent years. Although reportedly effective these techniques have some potential limitations that may affect their performance. First their effectiveness is likely to depend heavily on the quality of the bug reports unfortunately high-quality bug reports that contain rich information are not always available. Second these techniques have not been evaluated through studies that involve actual developers which is less than ideal as purely analytical evaluations can hardly show the actual usefulness of debugging techniques. The goal of this work is to evaluate the usefulness of IR-based techniques in real-world scenarios. Our investigation shows that bug reports do not always contain rich information and that low-quality bug reports can considerably affect the effectiveness of these techniques. Our research also shows through a user study that high-quality bug reports benefit developers just as much as they benefit IR-based techniques. In fact the information provided by IR-based techniques when operating on high-quality reports is only helpful to developers in a limited number of cases. And even in these cases such information only helps developers get to the faulty file quickly but does not help them in their most time consuming task: understanding and fixing the bug within that file.;
Proceedings of the 2015 International Symposium on Software Testing and Analysis;Genetic Programming has been successfully applied to learn to rank program elements according to their likelihood of containing faults. However all GP-evolved formul\ae{;
Proceedings of the Genetic and Evolutionary Computation Conference;Spectrum based fault localisation is a widely studied class of heuristics for locating faults within a software program. Unfortunately the current state of the art ignores the inherent dependencies between the methods leading up to the fault hence having a limited diagnostic accuracy. In this paper we present a variant of spectrum based fault localisation which leverages series of method calls by means of sequence mining. We validate our variant (we refer to it as sequenced spectrum analysis) on the Defects4J benchmark demonstrating that sequenced spectrum analysis gains a 12% points improvement against the state of the art.;
Proceedings of the 33rd Annual ACM Symposium on Applied Computing;In the production environment a large part of microservice failures are related to the complex and dynamic interactions and runtime environments such as those related to multiple instances environmental configurations and asynchronous interactions of microservices. Due to the complexity and dynamism of these failures it is often hard to reproduce and diagnose them in testing environments. It is desirable yet still challenging that these failures can be detected and the faults can be located at runtime of the production environment to allow developers to resolve them efficiently. To address this challenge in this paper we propose MEPFL an approach of latent error prediction and fault localization for microservice applications by learning from system trace logs. Based on a set of features defined on the system trace logs MEPFL trains prediction models at both the trace level and the microservice level using the system trace logs collected from automatic executions of the target application and its faulty versions produced by fault injection. The prediction models thus can be used in the production environment to predict latent errors faulty microservices and fault types for trace instances captured at runtime. We implement MEPFL based on the infrastructure systems of container orchestrator and service mesh and conduct a series of experimental studies with two opensource microservice applications (one of them being the largest open-source microservice application to our best knowledge). The results indicate that MEPFL can achieve high accuracy in intraapplication prediction of latent errors faulty microservices and fault types and outperforms a state-of-the-art approach of failure diagnosis for distributed systems. The results also show that MEPFL can effectively predict latent errors caused by real-world fault cases.;
Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering;Much effort is spent by programmers everyday in trying to reduce long failing execution traces to the cause of the error. We present an algorithm for error cause localization based on a reduction to the maximal satisfiability problem (MAX-SAT) which asks what is the maximum number of clauses of a Boolean formula that can be simultaneously satisfied by an assignment. At an intuitive level our algorithm takes as input a program and a failing test and comprises the following three steps. First using bounded model checking and a bound obtained from the execution of the test we encode the semantics of a bounded unrolling of the program as a Boolean trace formula. Second for a failing program execution (e.g. one that violates an assertion or a post-condition) we construct an unsatisfiable formula by taking the formula and additionally asserting that the input is the failing test and that the assertion condition does hold at the end. Third using MAX-SAT we find a maximal set of clauses in this formula that can be satisfied together and output the complement set as a potential cause of the error.We have implemented our algorithm in a tool called BugAssist that performs error localization for C programs. We demonstrate the effectiveness of BugAssist on a set of benchmark examples with injected faults and show that in most cases BugAssist can quickly and precisely isolate a few lines of code whose change eliminates the error. We also demonstrate how our algorithm can be modified to automatically suggest fixes for common classes of errors such as off-by-one.We have implemented our algorithm in a tool called BugAssist that performs error localization for C programs. We demonstrate the effectiveness of BugAssist on a set of benchmark examples with injected faults and show that in most cases BugAssist can quickly and precisely isolate a few lines of code whose change eliminates the error. We also demonstrate how our algorithm can be modified to automatically suggest fixes for common classes of errors such as off-by-one.;
Proceedings of the 32nd ACM SIGPLAN Conference on Programming Language Design and Implementation;Debugging is a costly process that consumes much of developer time and energy. To help reduce debugging effort many studies have proposed various fault localization approaches. These approaches take as input a set of test cases (some failing some passing) and produce a ranked list of program elements that are likely to be the root cause of the failures (i.e. failing test cases). In this work we propose Savant a new fault localization approach that employs a learning-to-rank strategy using likely invariant diffs and suspiciousness scores as features to rank methods based on their likelihood to be a root cause of a failure. Savant has four steps: method clustering &amp test case selection invariant mining feature extraction and method ranking. At the end of these four steps Savant produces a short ranked list of potentially buggy methods. We have evaluated Savant on 357 real-life bugs from 5 programs from the Defects4J benchmark. Out of these bugs averaging over 100 repeated trials with different seeds to randomly break ties we find that on average Savant can identify correct buggy methods for 63.03 101.72 and 122 bugs at top 1 3 and 5 positions in the ranked lists that Savant produces. We have compared Savant against several state-of-the-art fault localization baselines that work on program spectra. We show that Savant can successfully locate 57.73% 56.69% and 43.13% more bugs at top 1 top 3 and top 5 positions than the best performing baseline respectively.;
Proceedings of the 25th International Symposium on Software Testing and Analysis;When programs fail developers face the problem of identifying the code fragments responsible for this failure. To this end fault localization techniques try to identify suspicious program places (program statements) by observing the spectrum of the failing and passing test executions. These statements are then pointed out to assist the debugging activity. This paper considers mutation-based fault localization and suggests the use of a sufficient mutant set to locate effectively the faulty statements. Experimentation reveals that mutation-based fault localization is significantly more effective than current state-of-the-art fault localization techniques. Additionally the results show that the proposed approach is capable of reducing the overheads of mutation analysis. In particular the number of mutants to be considered is reduced to 20% with only a limited loss on the method's effectiveness.;
Proceedings of the 29th Annual ACM Symposium on Applied Computing;Finding and fixing bugs are time-consuming activities in software development. Spectrum-based fault localization aims to identify the faulty position in source code based on the execution trace of test cases. Failing test cases and their assertions form test oracles for the failing behavior of the system under analysis. In this paper we propose a novel concept of spectrum driven test case purification for improving fault localization. The goal of test case purification is to separate existing test cases into small fractions (called purified test cases) and to enhance the test oracles to further localize faults. Combining with an original fault localization technique (e.g. Tarantula) test case purification results in better ranking the program statements. Our experiments on 1800 faults in six open-source Java programs show that test case purification can effectively improve existing fault localization techniques.;
Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering;To improve software quality just-in-time defect prediction (JIT-DP) (identifying defect-inducing commits) and just-in-time defect localization (JIT-DL) (identifying defect-inducing code lines in commits) have been widely studied by learning semantic features or expert features respectively and indeed achieved promising performance. Semantic features and expert features describe code change commits from different aspects however the best of the two features have not been fully explored together to boost the just-in-time  defect prediction and localization in the literature yet. Additional JIT-DP identifies defects at the coarse commit level while as the  consequent task of JIT-DP JIT-DL cannot achieve the accurate localization of defect-inducing code lines in a commit without JIT-DP.  We hypothesize that the two JIT tasks can be combined together to boost the accurate prediction and localization of defect-inducing  commits by integrating semantic features with expert features. Therefore we propose to build a unified model JIT-Fine for the  just-in-time defect prediction and localization by leveraging the best of semantic features and expert features. To assess the feasibility  of JIT-Fine we first build a large-scale line-level manually labeled dataset JIT-Defects4J. Then we make a comprehensive comparison  with six state-of-the-art baselines under various settings using ten performance measures grouped into two types: effort-agnostic  and effort-aware. The experimental results indicate that JIT-Fine can outperform all state-of-the-art baselines on both JIT-DP and JITDL  tasks in terms of ten performance measures with a substantial improvement (i.e. 10%-629% in terms of effort-agnostic measures on JIT-DP 5%-54% in terms of effort-aware measures on JIT-DP and 4%-117% in terms of effort-aware measures on JIT-DL).;
Proceedings of the 9th International Conference on Ubiquitous Information Management and Communication;Continuous integration is a best practice adopted in modern software development teams to identify potential faults immediately upon project build. Once a fault is detected it must be repaired immediately hence continuous integration provides an ideal testbed for experimenting with the state of the art in fault localisation. In this paper we propose a variant of what is known as spectrum based fault localisation which leverages patterns of method calls by means of frequent itemset mining. We compare our variant (we refer to it as patterned spectrum analysis) against the state of the art and demonstrate on 351 real bugs drawn from five representative open source java projects that patterned spectrum analysis is more effective in localising the fault. Based on anecdotal evidence from this comparison we suggest avenues for further improvements. Keywords: Automated developer tests Continuous Integration Spectrum based fault localisation Statistical debugging;
Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering;Bug or Fault localization is a process of identifying the specific location(s) or region(s) of source code (at various granularity levels such as the directory path file method or statement) that is faulty and needs to be modified to repair the defect. Fault localization is a routine task in software maintenance (corrective maintenance). Due to the increasing size and complexity of current software applications automated solutions for fault localization can significantly reduce human effort and software maintenance cost.We present a technique (which falls into the class of static techniques for bug localization) for fault localization based on a character n-gram based Information Retrieval (IR) model. We frame the problem of bug localization as a relevant document(s) search task for a given query and investigate the application of character-level n-gram based textual features derived from bug reports and source-code file attributes. We implement the proposed IR model and evaluate its performance on dataset downloaded from two popular open-source projects (JBoss and Apache).We conduct a series of experiments to validate our hypothesis and present evidences to demonstrate that the proposed approach is effective. The accuracy of the proposed approach is measured in terms of the standard and commonly used SCORE and MAP (Mean Average Precision) metrics for the task of fault localization. Experimental results reveal that the median value for the SCORE metric for JBoss and Apache dataset is 99.03% and 93.70% respectively. We observe that for 16.16% of the bug reports in the JBoss dataset and for 10.67% of the bug reports in the Apache dataset the average precision value (computed at all recall levels) is between 0.9 and 1.0.;
Proceedings of the 5th India Software Engineering Conference;Deep neural networks (DNNs) are becoming an integral part of most software systems. Previous work has shown that DNNs have bugs. Unfortunately existing debugging techniques don't support localizing DNN bugs because of the lack of understanding of model behaviors. The entire DNN model appears as a black box. To address these problems we propose an approach and a tool that automatically determines whether the model is buggy or not and identifies the root causes for DNN errors. Our key insight is that historic trends in values propagated between layers can be analyzed to identify faults and also localize faults. To that end we first enable dynamic analysis of deep learning applications: by converting it into an imperative representation and alternatively using a callback mechanism. Both mechanisms allows us to insert probes that enable dynamic analysis over the traces produced by the DNN while it is being trained on the training data. We then conduct dynamic analysis over the traces to identify the faulty layer or hyperparameter that causes the error. We propose an algorithm for identifying root causes by capturing any numerical error and monitoring the model during training and finding the relevance of every layer/parameter on the DNN outcome. We have collected a benchmark containing 40 buggy models and patches that contain real errors in deep learning applications from Stack Overflow and GitHub. Our benchmark can be used to evaluate automated debugging tools and repair techniques. We have evaluated our approach using this DNN bug-and-patch benchmark and the results showed that our approach is much more effective than the existing debugging approach used in the state-of-the-practice Keras library. For 34/40 cases our approach was able to detect faults whereas the best debugging approach provided by Keras detected 32/40 faults. Our approach was able to localize 21/40 bugs whereas Keras did not localize any faults.;
Proceedings of the 6th International Workshop on Automation of Software Test;"Fault localization is a practical research topic that helps developers identify code locations that might cause bugs in a program. Most existing fault localization techniques are designed for imperative programs (e.g. C and Java) and rely on analyzing correct and incorrect executions of the program to identify suspicious statements. In this work we introduce a fault localization approach for models written in a declarative language where the models are not executed"" but rather converted into a logical formula and solved using backend constraint solvers. We present FLACK a tool that takes as input an Alloy model consisting of some violated assertion and returns a ranked list of suspicious expressions contributing to the assertion violation. The key idea is to analyze the differences between counterexamples i.e. instances of the model that do not satisfy the assertion and instances that do satisfy the assertion to find suspicious expressions in the input model. The experimental results show that FLACK is efficient (can handle complex real-world Alloy models with thousand lines of code within 5 seconds) accurate (can consistently rank buggy expressions in the top 1.9% of the suspicious list) and useful (can often narrow down the error to the exact location within the suspicious expressions).""";
Proceedings of the XXII Brazilian Symposium on Software Quality;As dynamically-typed languages grow in popularity especially among beginning programmers there is an increased need to pinpoint their defects. Localization for novice bugs can be ambiguous: not all locations formally implicated are equally useful for beginners. We propose a scalable fault localization approach for dynamic languages that is helpful for debugging and generalizes to handle a wide variety of errors commonly faced by novice programmers. We base our approach on a combination of static dynamic and contextual features guided by machine learning. We evaluate on over 980000 diverse real user interactions across four years from the popular PythonTutor.com website which is used both in classes and by non-traditional learners. We find that our approach is scalable general and quite accurate: up to 77% of these historical novice users would have been helped by our top-three responses compared to 45% for the default interpreter. We also conducted a human study: participants preferred our approach to the baseline ($p = 0.018)$ and found it additionally useful for bugs meriting multiple edits.;
Proceedings of the 51st ACM Technical Symposium on Computer Science Education;We introduce in this paper LocFaults a new flow-driven and constraint-based approach for error localization. The input is a faulty program for which a counter-example and a postcondition are provided. To identify helpful information for error location we generate a constraint system for the paths of the control flow graph for which at most k conditional statements may be erroneous. Then we calculate Minimal Correction Sets (MCS) of bounded size for each of these paths. The removal of one of these sets of constraints yields a maximal satisfiable subset in other words a maximal subset of constraints satisfying the post condition. To compute the MCS we extend the algorithm proposed by Liffiton and Sakallah [21] in order to handle programs with numerical statements more efficiently. The main advantage of this flow-driven approach is that the computed sets of suspicious instructions are small each of them being associated with an identified path. Moreover the constraint-programming based framework of LocFaults allows mixing Boolean and numerical constraints in an efficient and straightforward way. Preliminary experiments are quite encouraging.;
Proceedings of the 30th Annual ACM Symposium on Applied Computing;Software testing consumes the most time and resource-intensive phase of software testing. Test case minimization techniques are used to reduce the test suite which in turn saves time and resources. The main purpose of test case minimization is to eliminate the ineffective test cases in a way that the remaining test cases satisfy all the requirements as before. Many techniques are used for test case minimization. The use of a convoluted neural net a nature-inspired algorithm like fire algorithm data mining technique and coverage-based and hybrid techniques has been reviewed in this paper. In this study a few of the most recent takes on test case minimization has been summarized and sorted depending on their approach. This is a survey paper that reviews the way each paper handled their problem which dataset they used their accuracy on the respective dataset and the shortcomings.;
Proceedings of the 2022 Fourteenth International Conference on Contemporary Computing;In this paper we study the sensor placement problem in urban water networks that maximizes the localization of pipe failures given that some sensors give incorrect outputs. False output of a sensor might be the result of degradation in sensor's hardware software fault or might be due to a cyber attack on the sensor. Incorrect outputs from such sensors can have any possible values which could lead to an inaccurate localization of a failure event. We formulate the optimal sensor placement problem with erroneous sensors as a set multicover problem which is NP-hard and then discuss a polynomial time heuristic to obtain efficient solutions. In this direction we first examine the physical model of the disturbance propagating in the network as a result of a failure event and outline the multi-level sensing model that captures several event features. Second using a combinatorial approach we solve the problem of sensor placement that maximizes the localization of pipe failures by selecting m sensors out of which at most e give incorrect outputs. We propose various localization performance metrics and numerically evaluate our approach on a benchmark and a real water distribution network. Finally using computational experiments we study relationships between design parameters such as the total number of sensors the number of sensors with errors and extracted signal features.;
Proceedings of the 8th International Conference on Cyber-Physical Systems;Current metrics for assessing the adequacy of a test-suite plainly focus on the number of components (be it lines branches paths) covered by the suite but do not explicitly check how the tests actually exercise these components and whether they provide enough information so that spectrum-based fault localization techniques can perform accurate fault isolation. We propose a metric called DDU aimed at complementing adequacy measurements by quantifying a test-suite's diagnosability i.e. the effectiveness of applying spectrum-based fault localization to pinpoint faults in the code in the event of test failures. Our aim is to increase the value generated by creating thorough test-suites so they are not only regarded as error detection mechanisms but also as effective diagnostic aids that help widely-used fault-localization techniques to accurately pinpoint the location of bugs in the system. Our experiments show that optimizing a test suite with respect to DDU yields a 34% gain in spectrum-based fault localization report accuracy when compared to the standard branch-coverage metric.;
Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering;Today most automated test generators such as search-based software testing (SBST) techniques focus on achieving high code coverage. However high code coverage is not sufficient to maximise the number of bugs found especially when given a limited testing budget. In this paper we propose an automated test generation technique that is also guided by the estimated degree of defectiveness of the source code. Parts of the code that are likely to be more defective receive more testing budget than the less defective parts. To measure the degree of defectiveness we leverage Schwa a notable defect prediction technique.We implement our approach into EvoSuite a state of the art SBST tool for Java. Our experiments on the Defects4J benchmark demonstrate the improved efficiency of defect prediction guided test generation and confirm our hypothesis that spending more time budget on likely defective parts increases the number of bugs found in the same time budget.;
Proceedings of the 35th IEEE/ACM International Conference on Automated Software Engineering;Many techniques on automated fault localization (AFL) have been introduced to assist developers in debugging. Prior studies evaluate the localization technique from the viewpoint of developers: measuring how many benefits that developers can obtain from the localization technique used when debugging. However these evaluation approaches are not always suitable because it is difficult to quantify precisely the benefits due to the complex debugging behaviors of developers. In addition recent user studies have presented that developers working with AFL do not correct the defects more efficiently than ones working with only traditional debugging techniques such as breakpoints even when the effectiveness of AFL is artificially improved. In this paper we attempt to propose a new research direction of developing AFL techniques from the viewpoint of fully automated debugging including the program repair of automation for which the activity of AFL is necessary. We also introduce the NCP score as the evaluation measurement to assess and compare various techniques from this perspective. Our experiment on 15 popular AFL techniques with 11 subject programs shipping with real-life field failures presents the evidence that these AFL techniques performing well in prior studies do not have better localization effectiveness according to NCP score. We also observe that Jaccard has the better performance over other techniques in our experiment.;
Proceedings of the 2013 International Symposium on Software Testing and Analysis;Manually locating and fixing faults can be tedious and hard. Recent years have seen much progress in automated techniques for fault localization. A particularly promising approach is to analyze passing and failing runs to compute how likely each statement is to be faulty. Techniques based on this approach have so far largely focused on either using statistical analysis or similarity based algorithms which have a natural application in evaluating such runs. We present a novel approach to fault localization using feature selection techniques from machine learning. Our insight is that each additional failing or passing run can provide significantly diverse amount of information which can help localize faults in code -- the statements with maximum feature diversity information can point to most suspicious lines of code. Experimental results show that our approach outperforms state-of-the-art approaches for localizing faults in most subject programs of the Siemens suite which have previously been used to evaluate several fault localization techniques.;
Proceedings of the International Workshop on Machine Learning Technologies in Software Engineering;Programmers maintain and evolve their software in a variety of programming languages to take advantage of various control/data abstractions and legacy libraries. The programming language ecosystem has diversified over the last few decades and non-trivial programs are likely to be written in more than a single language. Unfortunately language interfaces such as Java Native Interface and Python/C are difficult to use correctly and the scope of fault localization goes beyond language boundaries which makes debugging multilingual bugs challenging. To overcome the aforementioned limitations we propose a mutation-based fault localization technique for real-world multilingual programs. To improve the accuracy of locating multilingual bugs we have developed and applied new mutation operators as well as conventional mutation operators. The results of the empirical evaluation for six non-trivial real-world multilingual bugs are promising in that the proposed technique identifies the buggy statements as the most suspicious statements for all six bugs.;
Proceedings of the 30th IEEE/ACM International Conference on Automated Software Engineering;Learn-to-rank techniques have been successfully applied to fault localisation to produce ranking models that place faulty program elements at or near the top. Genetic Programming has been successfully used as a learning mechanism to produce highly effective ranking models for fault localisation. However the inherent stochastic nature of GP forces its users to learn multiple ranking models and choose the best performing one for the actual use. This train-and-select approach means that the absolute majority of the computational resources that go into the evolution of ranking models are eventually wasted. We introduce Ensemble Model for Fault Localisation (EMF) which is a learn-to-rank fault localisation technique that utilises all trained models to improve the accuracy of localisation even further. EMF ranks program elements using a lightweight voting-based ensemble of ranking models. We evaluate EMF using 389 real-world faults in Defects4J benchmark. EMF can place 30.1% more faults at the top when compared to the best performing individual model from the train-and-select approach. We also apply Genetic Algorithm (GA) to construct the best performing ensemble. Compared to naively using all ranking models GA generated ensembles can localise further 9.2% more faults at the top on average.;
Proceedings of the 26th ACM Conference on Innovation and Technology in Computer Science Education V. 1;We present a value profile based approach for ranking program statements according to their likelihood of being faulty. The key idea is to see which program statements exercised during a failing run use values that can be altered so that the execution instead produces correct output. Our approach is effective in locating statements that are either faulty or directly linked to a faulty statement. We present experimental results showing the effectiveness and efficiency of our approach. Our approach outperforms Tarantula which to our knowledge is the most effective prior approach for statement ranking based fault localization using the benchmark programs we studied.;
Proceedings of the 2008 International Symposium on Software Testing and Analysis;Context: The concern with the security of software assets increases and makes the companies seek guarantees that the data stored by them is safe from unauthorized access and theft. These concerns are also applicable to the mobile software context and as the devices have various capabilities many security breaches may occur and expose users’ data. Thus to guarantee security the software testing process also includes security-related tests. Objective: empirically analyze the perceptions of practitioners from the mobile software testing environment on security-related testing topics. Method: A survey was performed among 49 software testing practitioners from a mobile software development company in Brazil regarding their perception of security testing practices. Results: We observed that there is a concern about security among the practitioners. On the other hand the respondents indicated that there is also a lack of knowledge about the topics discussed. Conclusions: the results showed the general importance of the security testing practices by the practitioners as well as triggered the need for the creation of methods and techniques for better integration of security testing practices in the mobile software development and also reinforced the need for improving the security culture in organizations.;
Proceedings of the XIX Brazilian Symposium on Information Systems;Context: Smart Cities and other Systems-of-Systems (SoS) have attracted attention due to their potential for innovation in the services provided to the society. SoS are composed of several independent systems and often support critical domains. As such failures can cause serious damage or even financial losses that can be avoided by performing quality assurance (QA). Among QA techniques software testing is an essential activity that checks software behaviors against a subset of parameters. However testing SoS can be even more complex since several other factors further elevate the complexity of the test such as interoperability links and multiple independent systems. Goal: Our goal in this paper is to analyze the current state of research on software testing for SoS domain. Method: A protocol was formulated and executed according to the guidelines for performing systematic literature mappings in Software Engineering. Results: This study identified the tools approaches methods and processes that the literature has addressed to test SoS. Conclusions: Software Testing for SoS still faces several problems and presents many questions to be answered particularly in the definition of processes and metrics.;
Proceedings of the 5th Brazilian Symposium on Systematic and Automated Software Testing;We propose an automatic diagnosis technique for isolating the root cause(s) of software failures. We use likely program invariants automatically generated using correct inputs that are close to the fault-triggering input to select a set of candidate program locations which are possible root causes. We then trim the set of candidate root causes using software-implemented dynamic backwards slicing plus two new filtering heuristics: dependence filtering and filtering via multiple failing inputs that are also close to the failing input. Experimental results on reported software bugs of three large open-source servers show that we are able to narrow down the number of candidate bug locations to between 5 and 17 program expressions even in programs that are hundreds of thousands of lines long.;
Proceedings of the Eighteenth International Conference on Architectural Support for Programming Languages and Operating Systems;"Computer science instructors need to manage the rapid improvement of novice programmers through teaching self-guided learning and assessment. Appropriate feedback both generic and personalised is essential to facilitate student progress. Automated feedback tools can also accelerate the marking process and allow instructors to dedicate more time to other forms of tuition and students to progress more rapidly. Massive Open Online Courses rely on automated tools for both self-guided learning and assessment.Fault localisation takes a significant part of debugging time. Popular spectrum-based methods do not narrow the potential fault locations sufficiently to assist novices. We therefore use a fast and precise model-based fault localisation method and show how it can be used to improve self-guided learning and accelerate assessment. We apply this to a large selection of actual student coursework submissions providing more precise localisation within a sub-second response time. We show this using small test suites already provided in the coursework management system and on expanded test suites demonstrating scaling. We also show compliance with test suites does not predictably score a class of almost correct'' submissions which our tool highlights.""";
Proceedings of the 2016 ACM Conference on Innovation and Technology in Computer Science Education;Recently there has been significant interest in employing probabilistic techniques for fault localization. Using dynamic dependence information for multiple passing runs learning techniques are used to construct a probabilistic graph model for a given program. Then given a failing run the probabilistic model is used to rank the executed statements according to the likelihood of them being faulty. In this paper we present a novel probabilistic approach in which universal probabilistic models are learned to characterize the behaviors of various instruction types used by all programs. The universal probabilistic model for an instruction type is in form of a probability distribution that represents how errors in the input (operand) values are propagated as errors in the output (result) of a given instruction type. Once these models have been constructed they can be used in the analysis of any program as follows. Given a set of runs for any program including at least one passing and one failing run a Bayesian network called the Error Flow Graph (EFG) is then constructed from the dynamic dependence graphs of the program runs and the universal probabilistic models. Standard inference algorithms are employed to compute the probability of each executed statement being faulty. We also present optimizations to reduce the runtime cost of inference using the EFG. Our experiments demonstrate that our approach is highly effective in fault localization even when very few passing runs are available. It also performs well in the presence of multiple faults.;
Proceedings of the 9th ACM SIGPLAN-SIGSOFT Workshop on Program Analysis for Software Tools and Engineering;The Internet of Things (IoT) is a paradigm based on the interaction between intelligent devices (things) and physical and/or virtual resources through the Internet. Thus applications in this domain may become more prone to failures. In this scenario evaluating the quality of applications through software testing can be considered critical and challenging. The focus of this work is to obtain a comprehensive understanding of the adoption of Software Testing in the context of IoT identifying gaps in existing approaches and providing new directions for research in the area. To achieve this goal a systematic mapping covering research papers published in journals and conferences was carried out accessing four relevant electronic databases. As a result a total of 79 studies were selected and analyzed in order to evaluate quantitatively and qualitatively the effective adoption of software testing in the projects.;
