T�tulo;Resumo;Selecionado
What should software practitioners know for adopting product line software engineering?;Software productline engineering is becoming recognized as an important concept for efficient and timely software development. But to be actually useful, practitioners of software development (designers, programmers, testers, etc.) must have solid understanding and well organized knowledge about productline engineering. So in this workshop, I want to discuss about;
Towards Enabling Reuse in the Context of Safety-Critical Product Lines;In the context of safety-critical product lines, industries have to face an urgent challenge: reduction of time and cost for the creation of a safety case. A safety case is a contextualized structured argument constituted of process and product-based sub-arguments to show that a system is acceptably safe. Its creation is an extremely time-consuming and costly activity. To reduce time and cost, reuse capabilities are being investigated from different perspectives however currently no satisfying approach is available. In this paper, we propose a new methodological framework called Anti-Sisyphus. Anti-Sisyphus is aimed at enabling reuse by combining process lines, product lines and safety case lines. The systematization of what varies and what remains in common with respect to process as well as product elements in turns enables the systematization of what varies and remains in common in terms of process-based as well as product-based arguments within a safety case line. Anti-Sisyphus thus has the potential to enable a 3D reuse.;
Tutorial on Generative Software Development;Software product line engineering (SPLE) [5] seeks to exploit the commonalities among systems from a given problem domain while managing the variabilities among them in a systematic way. In SPLE, new system variants can be rapidly created based on a set of reusable assets, such as a common architecture, components, and models. Generative software development [6] aims at modeling and implementing product lines in such a way that a given system can be automatically generated from a specification written in one or more textual or graphical domain-specific languages (DSLs) [13, 4, 15, 8, 3, 1, 12, 14].;
(CSDA) Software Configuration Management (Archived);This course is part of our eLearning Archive, which includes older courses that may not be current or as user-friendly as courses designed more recently.;
This course is part of a series of eLearning courses designed to help you prepare for the examination to become a Certified Software Development Associate (CSDA) or to learn more about specific software engineering topics. Courses in this series address one or more of the fifteen Knowledge Areas that comprise the Software Engineering Body of Knowledge - or SWEBOK;CSDA;
Case Study of Product Line Engineering in Insurance Company;Since every insurance company has several channels for selling the insurance to customer, it was very good business area for applying the product line engineering concept. With common business components, each channel application can be produced by reusing and extending them. But the problem was variability management. Variability management is the most important in product line engineering. It is a basic and essential principle to identify common elements as components and to make them assets of product line. These days, business rule is getting more critical key for successful RTE (real time enterprise). It means separating rules can make easy change or fast adapt to new business context without modifying application. The elements of variability which change with each application are viewed as variability of business rules. Therefore, when there is need to change business requirements;
Achieving Speed in Legacy Systems;The ability to rapidly respond to customer interest and to effectively prioritize development effort has been a longstanding challenge for mass-market software intensive products. This problem is exacerbated in the context of software product lines as functionality may easily fall over software asset and organizational boundaries with consequent losses in efficiency and nimbleness. In this tutorial, we discuss these challenges;
Enabling Verifiable Conformance for Product Lines;NASA is, with the rest of industry, turning to product-line engineering to reduce costs and improve quality by effectively managing reuse. Experience in industry has shown that it is the verifiable conformance of each system to the product-line specifications that makes or breaks the product-line practice. Verification that the software for each project satisfies its intended product-line constraints is thus essential. This paper reports early results from aneffort to assemble from previous, industrial experience a set of enablers of verifiable conformance for use in the application engineering of NASA product lines. Lessons learned may be useful for developers of safety-critical, long-lived, or highly autonomous productlines, as well as for companies that integrate product line subsystems developed by multiple contractors.;
SEI's software product line tenets;Software product lines are emerging as a viable, important software development paradigm. Based on the Software Engineering Institute's research and experience, the concepts, activities, and practices described here can lead to successful product line development. How-to's, success stories, and lessons learned expand on the approach.;
Integrated Variability Modeling of Features and Architecture in Software Product Line Engineering;Existing methods and tools supporting product line variability management typically emphasize either the feature or the architecture level. There have been attempts to combine these aspects, but no widely accepted method is available so far. This paper reports ongoing research in designing and implementing product line variability models, where the focus lies in treating features and architectural elements as parts of an integrated model. The research is carried together with our industry partner Siemens VAI;
Domain-Specific Modeling and Code Generation for Product Lines;Current modeling languages provide surprisingly little, if any, support for product line development. They are either based on the code world using the semantically well-defined concepts of programming languages (e.g. UML, SA/SD) or based on an architectural view using a simple component-connector concept. In both cases, the languages themselves say nothing about a product family or its variants. This situation could be compared to that of a programmer being asked to write object-oriented programs where the language does not support any object-oriented concepts.;
Experiences with Product Line Development of Multi-Discipline Analysis Software at Overwatch Textron Systems;This report explains the challenges experienced as Overwatch Textron Systems transitioned to a software product line approach. Overwatch Textron Systems provides both software products and custom software development in the domain of intelligence planning, collection and analysis to the U.S. Government and its allies. This report: a) Describes the approach taken to transition Overwatch Textron Systems to a product line organization. b) Provides an overview of the Overwatch Textron Systems software product line;
Modeling and Reasoning about Software Systems Containing Uncertainty and Variability;Summary form only given. When building large software-intensive systems, engineers need to express and reason about at least two different types of choices. One type concerns uncertainty - choosing between different design alternatives, resolving inconsistencies, or resolving conflicting stakeholder requirements. Another type deals with variability - supporting different variants of software that serve multiple customers or market segments. Partial modeling has been proposed as a technique for managing uncertainty within a software model. A partial model explicates points of uncertainty and represents the set of possible models that could be obtained by making decisions and resolving the uncertainty. Methods for reasoning about the entire set of possibilities, transforming the entire set and uncertainty-reducing refinements have recently been developed. Software product line engineering approaches propose techniques for managing the variability within sets of related software product variants. Such approaches explicate points of variability (a.k.a.features) and relationships between them in an artifact usually referred to as a feature model. A selection of features from this model guides the derivation of a specific product of a software product line (SPL). Techniques for reasoning about sets of SPL products, transforming the entire SPL and supporting their partial configuration have recently been developed. Partial models and SPL representations are naturally quite similar - both provide ways of encoding and managing sets of artifacts. The techniques for representing, reasoning with and manipulating these sets, naturally, have much in common. Yet, the goals for creating these product sets are quite different, and thus the two techniques lead to distinct methodological considerations. Uncertainty is an aspect of the development process itself;
Dynamic Software Product Lines;Economies of scope imply mass customization, which can be defined as producing goods and services to meet individual customers' needs with near mass production efficiency. Product line engineering (PLE) provides a means of customizing variants of mass–produced products. Its key aim is to create an underlying architecture for an organization's product platform in which core assets can be reused to engineer new products from the basic family. Developers have successfully applied software product lines (SPLs) in many different domains – including avionics, medical devices, and information systems – in a wide variety of organizations. In addition, modern computing and network environments demand a higher degree of adaptability from their software systems. Computing environments, user requirements, and interface mechanisms between software and hardware devices, such as sensors, can change dynamically during runtime. In dynamic software product lines (DSPLs), monitoring the current situation and controlling the adaptation are the central tasks;
An Approach of Product Configuration with Modular Product Family and its Applications to PC Configuration;Modular structure of product family is established with generic modules, and the module model denoted by attribute variable is established for each generic module. Then, customer requirements are translated into value of module attributes and the candidate set of modules nearest to customer requirements are retrieved and combined to obtain the final product. Finally, the model of modular product family is applied to solve the configuration of personal computer (PC) efficiently.;
Challenges and Opportunities for Sustainable Software;With the increasing role played by software in supporting our society, its sustainability and environmental impact have become major factors in the development and operation of software-intensive systems. Myths and beliefs hide the real truth behind Green IT: IT is energy-inefficient because software is developed to make it so - intentionally or not. But how far are we from being able to control software energy-efficiency? What makes software greener? How can we transform measuring software energy consumption in a general practice? What architectural design decisions will result in more sustainable systems? How can we ensure that new-generation software will be both cloud-ready and environmental-friendly? and How can we make evident the economic and social impact of developing software with 'energy in mind'? These are a few of the challenges ahead for a more sustainable digital society. This talk will discuss them, hence drawing directions for exciting challenges, promising opportunities, and ultimately inspiring research.;
Organizing for software product line engineering;Software product line engineering is the discipline of engineering a set of software-intensive systems sharing a common, managed set of features that satisfy the specific needs of a particular market segment or mission and that are developed from a common set of core assets in a prescribed way. The organizational characteristics required to successfully carry out software product line engineering will vary according to an organization's needs. However in general competitive advantage in software product line engineering lies in an organization's capacity to learn and adapt its products accordingly. This paper presents the conditions for a learning organization from management theory and argues that these conditions must prevail for software product line engineering to succeed.;
Change control for product line software engineering;Product line software engineering (PLSE) has proved to be an effective way to benefit from code reuse, leading to improved development efficiency, time-to-market, and product quality. In PLSE, a set of related products is developed by combining reused core assets with product-specific custom assets. Core assets implement most product functionality, and support variable functionality. Custom assets integrate a product's core assets, instantiate variation points, and implement functionality unique to the product. PLSE poses challenges for change control. Software engineering change control is related to configuration management (CM), and is concerned with planning, coordinating, tracking, and managing the impact of change to software artifacts (e.g. source code). The root cause of change control problems for PLSE is that core assets are shared between products that have different stakeholders. Core assets must satisfy the sometimes conflicting needs of these stakeholders. This position paper lists some specific change control problems characteristic of, or exacerbated by, PLSE and some of their solutions. These were observed during the author's prior experience working in a company that adopted PLSE and maintained product lines.;
Avionics product line software architecture flow policies;In 1995, an initiative was launched to assess the, potential for reuse of operational flight program software across multiple fighter aircraft platforms, and to define and demonstrate a supporting system architecture based upon open commercial hardware, software, standards and practices. The following year, this validation of the product line approach led to broader application of the techniques to the tactical aircraft mission processing domain. Key aspects of the component based logical architecture developed have been previously described. This paper briefly restates principle results from the previously published work to set the context for discussion. It then describes the flow policies, to be subsequently defined, developed on the project that substantively affect the product line reusability and suitability of the developed application components.;
Feature modeling from holistic viewpoints in product line engineering;In the field of software intensive systems, the software industry inherently requires a new method to obtain a high level of productivity by reuse of software embedded in the systems. Product line engineering is an emerging software engineering discipline with the new approach that makes it efficient to reuse embedded software by scoping a domain of systems. Features are described with terms for system requirements, which cover both functional requirements and nonfunctional requirements. Features are deployed in a tree figure, such that a general feature consists of subordinate features. The feature tree has a central role in system design and development. To construct a feature tree, the construction must be based on all fundamental design knowledge about a domain of systems such as of integrated circuits and mechanical devices as well as software entities because all design knowledge in any engineering disciplines in a domain of systems affect commonality and variability modeling in the feature tree. The feature modeling therefore needs a global systems engineering viewpoint.;
Reducing the Test Effort of Variability-Rich Systems by Using Feature Interaction Knowledge and Variability-Aware Source Code Analysis;To keep up with the growing demand for customized software solutions that are tailored to specific customer requirements, techniques like Software Product Line Engineering (SPLE) or the more ad-hoc clone-and-own (where engineers do not build each product from anew, but instead maximize the reuse of the available assets in building product families) have been devised. However testing such highly variable software systems has proven challenging. To improve this, the goal of this doctoral research plan is to propose an automated approach to reduce the effort for testing, while improving its effectiveness. The proposed approach aims to detect code parts that have to be considered when devising a test suite by employing source code analysis and test execution monitoring, which we argue have not been used to their full potential in this context.;
Software architecture development for product line software;In 1995, an initiative was launched to assess the potential for reuse of operational flight program software across multiple fighter aircraft platforms, and to define and demonstrate a supporting system architecture based upon open commercial hardware, software, standards and practices. This initiative produced a set of reusable object oriented navigation software, which was flight tested on several different aircraft platforms hosted on different hardware configurations. The following year, this validation of the product line approach led to broader application of the techniques to the tactical aircraft mission processing domain. Key aspects of the component based logical architecture developed have been previously described. This paper traces the process used to develop the Software Architecture used for this project.;
Synthesize software product line;In the development of a Software Product Line (SPL), it is useful to compare various products in order to identify reusable assets and synthesize them in an optimized way. Current differencing approaches provide the difference on a low level thus still leaves the SPL practitioner considerable manual synthesis work. This paper presents a comparison approach based on Common Variability Language (CVL), which is able to identify the difference on a higher conceptual level. We believe that our CVL Compare approach will offer better model comparison support in the context of identifying and synthesizing SPLs.;
Design for Maintenance - Use of Engineering Principles and Product Line Technology;Software systems become increasingly complex, embedded into critical technical or business environments, evolving, and long-living. Other engineering disciplines design for modifiability, testability, and many other –ilities a-priori. In software engineering we teach the corresponding principles and laws in software engineering curricula, but we have failed to introduce them into wide-spread practice. There are 2 major reasons for this dissatisfactory situation. First, basic engineering principles for software engineering such as “information hiding” are being taught as scientific concepts, but scaling engineering style application guidelines are missing. Second, software is too a large portion built by people who have never been taught the basics of software engineering. In this presentation critical engineering principles and laws are being presented. They are part of the existing body of knowledge in our field, and they should be considered mandatory in order to avoid violation of due diligence charges. In addition, it will be demonstrated how they can be applied and checked in real projects. Finally, the software product line engineering approach will be presented as incorporating many of these principles and laws. Its potential will be illustrated using real-world examples. The main purpose of this presentation is to demonstrate that we have a large body of knowledge in our field to improve current practice. But improper mindset, technology transfer, and education are prohibiting faster progress.;
Problems and suggestions for adopting product line software engineering from modification style development;In the intense business competitive situation of today, it is an important theme to improve software development productivity and shorten a software development period. There is product line software engineering (PLSE) as technology to contribute to this theme. However, many types of problems are thought to start adoption of PLSE. Not only economical issues, technical issues, and project risks, but also issues related time to market during core asset development, are identified. This paper address the problems which are identified at a project initiation phase in the PLSE startup organization which usually develops a new product's software by modification and discuss some ideas to deal with theses problems.;
Unburdening Onboarding in Software Product Lines;The number of studies focusing on onboarding in software organizations has increased significantly during the last years. However, current literature overlooks onboarding in Software Product Lines (SPLs). SPLs have been proven effective in managing the increasing variability of industry software and enabling systematic reuse of a product family. Despite these benefits, SPLs are complex and exhibit particular characteristics that distinguish them from traditional software. Due to these peculiarities, SPLs require a tailor-made onboarding process. Assistance tools might help. In this dissertation, we propose assistance tools (i.e., tools built on top of the software project that help learners understand and develop knowledge) as a means for helping newcomers during onboarding in SPLs.;
Building domain specific software architectures from software architectural design patterns;Software design patterns are best practice solutions to common software problems. However, applying design patterns in practice can be difficult since design pattern descriptions are general and can be applied at multiple levels of abstraction. In order to address the aforementioned issue, this research focuses on creating a systematic approach to designing domain specific distributed, real-time and embedded (DRE) software from software architectural design patterns. To address variability across a DRE domain, software product line concepts are used to categorize and organize the features and design patterns. The software architectures produced are also validated through design time simulation. This research is applied and validated using the space flight software (FSW) domain.;
Multi-company Consumer Product Software Test Architecture Industry Experience Report;A case study is presented for a consumer hardware company which added software into the product line with little process-based test planning, including not having a software test architecture (STA). The paper presents the problem, solution, and limitations of the case study as well as future work.;
Research on the Family Design Method of Product by 3D Printing;With the development and mature of 3D printing technology, it has been widely used in various fields. With the great wealth of material life, the product want to occupy more market share, so it is necessary to meet the needs of users as much as possible, therefore, Product family design has gradually become one of the important design strategy of product development. The visual characteristics of the products of the same or similar image is an important way of product family design. Based on the 3D printing and the computer technology, This paper will explore the way of visual image interpretation of product family design, to fast develope series products, and take the initiative in market competition for the enterprise.;
The 3-Tiered Methodology: Pragmatic Insights from New Generation Software Product Lines;Early generation software product line (SPL) methodologies tended to be large, complex, and offer many options and choices, making adoption in practice difficult to comprehend, justify and achieve. We have identified a simpler pattern for SPL methodology, referred to as the 3-Tiered Methodology, based on observations during deployments and operation of new generation SPL practices. This methodology is useful not only for the operation of full-scale SPL practice, but also in understanding, explaining and justifying SPLs, as well as for planning and making transitions to SPL practice.;
Software product line market repositioning: The power of functional groups;This is a longitudinal study of change process as it applies to software product line evolution. The objective is to study and describe changes in software product line that occurred after top management team of a supplier of hardware and software for telecommunication equipments decided to change the target market for its software intensive telecommunication products as a result of market decline. This company has a proven record of innovation and technological breakthroughs and has offices in Europe, North America, Africa, and Asia. The study is divided into three phases. The next phase in this study is to look at the relationships between functional groups and to try and answer the question: “Does the power of functional groups closest to the customer increases during sales declines?” The analysis of the data available to us shows that functional groups that were closer to the customers increase their relative size;
The influence of organisational factors on the success and quality of a product-line architecture;The quality of a product-line architecture is strongly affected by its maintenance process, business environment, organisational culture and management practices. The organisational factors which affect the architecture are hardest to detect since their influence on the code and other development artefacts are typically not documented. We have conducted two case studies at Australian organisations to study the influence of organisational factors on the success and quality of a product-line architecture. In our work, we have found organisational factors which affect the quality of the code and architecture. However, although the success of the architecture depends on a certain level of quality, the success of the architecture is rarely measured by its quality. Architectural success is often measured by product sales, which only have a tenuous relationship with the architectural quality. Thus, an organisation may have a successful product-line which is costly to maintain. The results from our case study research are presented in this paper.;
Software Product Line Engineering with Personas;In this paper, a user-centered and mass-customized design process is proposed that unifies Personas and Software Product Line Engineering (SPLE). The key to this proposal is the relationship between persona-weighted feature matrices and product-feature matrices. We propose a development method that (1) creates personas before the product portfolio scoping stage, and (2) adds extra personas during the application engineering stage. Applicable domains are discussed, and methods for evaluating the approach are reported.;
IEEE Guide to Software Configuration Management;The application of configuration management (CM) disciplines to the management of software engineering projects is described. For those planning software configuration management (SCM) activities, this guide provides insight into the various factors that must be considered. For users implementing SCM disciplines, suggestions and detailed examples of plans are provided. An interpretation is given of how ANSI/IEEE Std 828-1983, IEEE Standard for Software Configuration Management Plans, can be used for planning the management of different kinds of computer program development and maintenance activities.;
Blockchain-based Configuration Management System;For SW development convenience, various development support systems like configuration management system, CI/CD, and Bugtrack system are required. Many open projects are underway using the connected environment advance of the internet. This open project uses a sharing configuration system. However, the source code history stored in the configuration system may be lost due to hw fault or manager’s mistake. In this study, we propose a blockchain-based configuration system to solve these problems. The proposed configuration system grafts the configuration unit function to the blockchain platform. In order to verify the effectiveness of the blockchain based configuration system proposed in this study, the functions to be provided by the configuration system and the functions provided by the blockchain platform were verified. As a result, it was confirmed that both functions were perfectly provided. If the configuration system proposed in this study is applied to an open project, data loss prevention and integrity can be guaranteed by applying the strengths of the blockchain platform while keeping the original purpose of the configuration management system. However, since this study used a blockchain platform, there is a limitation in not checking the performance. Therefore, further research on this is needed.;
Evolution Feature Oriented Model Driven Product Line Engineering Approach for Synergistic and Dynamic Service Evolution in Clouds: Pattern Data Structure;Evolution pattern will be defined as an Xml Schema document, the generation of pattern aspect is the process of generating xml instance from its related Xml Schema definition document. The process can be iterative until all the evolution requirement carried by the specific evolution feature has been realized by each evolution pattern aspect (Model Driven Architecture).;
Software product lines: reuse that makes business sense;Summary form only given. Traditionally, software-intensive systems have been acquired, developed, tested, and maintained as separate products, even if these systems have a significant amount of common functionality and code. Such an approach wastes technical resources, takes longer, and costs more than necessary. A product line approach to software can reduce development cycles, improve return on software investments, improve software system integration, and give an organization more future options. Building a new product or system becomes more a matter of assembly or generation than creation, of integration rather than programming. Organizations of all types and sizes are discovering that a product line strategy, when skillfully implemented, can improve productivity, quality, and time to market. Software product lines present at long last a reuse strategy with real economic benefit. Making the move to product lines, however, is a business and technical decision and requires considerable changes in the way organizations practice software engineering, technical management, and organizational management. This article explores the basic concepts of software product lines, share experience reports from companies employing the paradigm, and explore the software engineering and management practices necessary to develop a successful software product line;
Software Product Lines Approach in Enterprise System Development;Enterprise software is an untapped area for software product lines (SPL) approach. Our current understanding of enterprise SPL is as follows. The enterprise SPL is based upon an application centric architecture, which manages variability of platform and non-functional requirements, and achieves variability management for functional requirements in an application layer. NRI has been executing this approach through two projects, (I) development of semi made-to-order package software for the retail chains and (II) restructuring of enterprise systems owned by Seven & i Holdings, the biggest conglomerate of retail industry in Japan. This paper mainly describes what application centric architecture is and how this approach differs from others with lessons learned for the last five years.;
The Scoping Game;Product Line Scoping sets the boundary (scope) between those products, features, etc., that are in a Software Product Line and those that are out of the Product Line. Scoping is an essential activity in Product Line Engineering because this boundary defines the limits within the product Line's core assets must be reusable.;
Reducing avionics software cost through component based product line development;This paper focuses on two important characteristics of the software architecture: layered architecture and medium grained architecture. It is important to note that both of these characteristics derive directly from the original goals of encapsulating change and maximizing reuse. The layering aspect especially relates to developing an application that is independent of the hardware and avionics specifics of a single aircraft. The medium granularity of the components provides a system that can be deployed on varying numbers of processors in single processor or distributed hardware configurations. Both of these goals directly relate to the original decision of developing a product line software system.;
Product Reconfiguration Based on Generalized Modular Design;Scope of application of generalized modular design is discussed on the base of the generalized modular design and its relative concepts, and the technology of product reconfiguration is introduced on the regulation of reconfigurable product family, modeling, module expansion & assembling. An example of product family of hydraulic press machine is given to illustrate the theory and methodology of generalized modular design.;
Developing mobile browsers in a product line;Product lines must be product and application driven instead of reuse or platform driven, at least, that is the lesson learned at Nokia. The paper considers how the mobile phone company initiated and used a product line to develop and deliver mobile browser products. These products let mobile phone or personal digital assistant users access services over wireless telecommunications networks.;
When to Extract Features: Towards a Recommender System;In practice, many organizations rely on cloning to implement customer-specific variants of a system. While this approach can have several disadvantages, organizations fear to extract reusable features later on, due to the corresponding efforts and risks. A particularly challenging and poorly supported task is to decide which features to extract. To tackle this problem, we aim to develop a recommender system that proposes suitable features based on automated analyses of the cloned legacy systems. In this paper, we sketch this recommender and its empirically derived metrics, which comprise cohesion, impact, and costs of features as well as the users' previous decisions. Overall, we will facilitate the adoption of systematic reuse based on an integrated platform.;
Supporting product line development;The author considers how the maturation of the software development field has been inextricably tied to its adoption of a product line orientation. Only by specializing in a particular application domain can software development organizations develop the expertise required for that domain, develop cost effective products, and establish a market niche. He argues that software development processes are fundamentally flawed because maintenance, including enhancement and evolution, is performed on source code. This source code has been hand optimized by programmers and that optimization has spread information and built up implicit dependencies among the parts.;
Feature-oriented analysis and aspect-oriented product line assets development;A feature-oriented approach has been used extensively in product line engineering, as it provides an effective way of identifying variabilities among products. However, incorporating feature variations into product line assets is still a difficult undertaking, as effects of a feature variation may affect a large part of product line assets. In this position paper, I propose an approach of feature-oriented analysis and aspect-oriented component development, which can improve reusability and adaptability of product line assets as well as traceability from requirements to design.;
Constructing generic processes based on tree unification for process family planning;Planning process families in relation to product families has been well recognized as a promising approach to achieving production stability and efficiency, where diverse customized products are involved. As with generic products accommodating product family design, generic processes facilitate process family planning in producing the corresponding product families. In view of the fact that a production process is commonly represented as a tree, this paper puts forward an approach based on tree unification to construct generic processes from large volumes of data existing in companies' databases. The preliminary results of applying the proposed approach to electronic products have demonstrated the feasibility and potential of constructing generic processes based on tree unification.;
Test cost saving and challenges in the implementation of /spl times/6 and /spl times/8 parallel testing on freescale 16-bit HCS12 microcontroller product family;One of the pressing issues faced by the semiconductor industry today is the cost of testing, especially on the low cost and high volume microcontroller (MCU) supply to automotive market. This paper describes the general consideration and justification made on the investment of tester, handler and device interface board (DIB) to enable the /spl times/6 and /spl times/8 multi-site testing on the 80 and 112pin counts 16-bit HCS12 MCU in quad flat pack (QFP) package and the associate test cost reduction and tester saving estimation. Test issue encounter on the first spin of /spl times/6 and /spl times/8 DIB and how it was resolved through re-design of the DIB also is presented. This finding also provide the PCS designer the valuable information on the constraint of trace length and component layout one need to take into consideration when design a multi-site DIB use for high speed MCU testing to avoid AC or DC test failure induced by excessive capacitive loading and resistance drop over signal trace on the DIB.;
Towards a co-evolution model for software product lines based on cladistics;The evolution of a software product line is more challenging than the evolution of a single product, because its artifacts depend on many products. If a change is not well studied, it can break the integrity of the reference architecture of the software product line and all the derived products. Hence, when dealing with evolution, the understanding of change and its impact must be the most important activity. Biology is the science which studied evolution the most. Therefore it was necessary for us to understand evolution in biology in order to handle evolution in software product lines. This paper presents our approach to deal with change understanding in software product line using co-evolution analysis which was used in biology to understand how organisms influence each other during their evolution over time. Similarly to biological co-evolution, the co-evolution of artifacts of a software product line consists on analyzing how the evolution of an artifact influences the evolution of the others. The input data used in our approach are extracted from the history of changes that happened to each version of the software product. Our objective is to establish a co-evolution model for software product lines using Cladistics classification which illustrates the evolution of a population through an evolutionary tree.;
Process Lines: A Product Line Approach Designed for Process Model Development;Standard process models like RUP or the German V-Modell XT are developed to be used in an organizational environment. Yet introducing such a process model into an organization is no simple task. It is usually accompanied by either reorganizing internal processes to comply with a standard process model or by adaptation of the process model to organizational structures. The latter is an approach that can often be found in practice and is subject to this paper.The paper describes a generalization of the process model architecture of the V-Modell XT 1.3. Compared to the previous version 1.2.1.1, its metamodel has completely been revised with respect to a new adaptation concept. We will see how this concept allows the implementation of a so called process line. Software process lines are derived from software product lines and can be used for the adaptation of standard processes during process model development, project initialization and project runtime.;
Software Reuse Based on Business Processes and Requirements;Software reuse is often just addressed at the level of code or low-level design. In contrast, this tutorial explains software reuse based on business processes and requirements. It presents and compares three approaches co-developed by the presenter over more than a decade. The first of these approaches deals with requirements reuse in the context of product lines. It makes the relations among product line requirements explicit, so that single system requirements in this product line can be derived consistently. A key issue is commonality and variability across different products. This tutorial shows how requirements for a product line can be modeled, selected and reused to engineer the requirements for innovative new products. The second approach for software reuse involves case-based reasoning. Instead of explicit relations between requirements (or other artifacts), similarity metrics are employed for finding the most similar software case in a repository to a given set of requirements. This even works when a single envisioned usage scenario is specified yet, and it allows reusing also requirements from retrieved cases. The major point, however, is to facilitate reusing software design (including architecture) and code from similar software cases. The third approach (still under development) strives for (partly) automating software development for certain business applications through reusing business knowledge and software, where both are tightly connected. It involves automated reuse of business processes, and software executing them, based on ontological knowledge. A key point is closing the representational gap between procedurally represented business processes and declaratively represented concepts and their relations, taxonomies, partonomies, etc. So, this is an ontology-based approach for (partly) automated software development guided by business models.;
Requirements management in a product line scenario;Summary form only given. The product line approach is a major reuse concept that has shown concrete commercial results over the past years. Product lines achieve reuse in the functionality and solution space, and thus improve quality, cycle time and cost. They are specifically promising in cases where many variants are produced almost simultaneously, such as in telecommunication systems. Though appealing, the concept is difficult to introduce specifically into an existing development environment. All too often the impacts on requirements management are not considered globally enough. The opposite of a product line concept is to allow every variant of a product to implement its own requirements only loosely coupled to the base product. This article describes the introduction of a product line approach in Alcatel's S12 Switching System Business Unit. Success factors are described related to the interface with marketing, requirements definition, roadmapping and portfolio management, requirements reuse, planning and prioritization incremental development, and configuration management are explained. Practical impacts are described as well as tricks and traps.;
Evaluating Product Line Architectures: Methods and Techniques;Summary form only given. Good software architecture is one of the key factors in successfully developing and evolving a system or a family of systems. Software architecture provides the key framework for the earliest design decisions taken to achieve functional and quality requirements. In addition, it has a profound influence on project organizations' functioning and structure. Poor architecture usually results in project inefficiencies, poor communication, and poor decision making. Software architecture for a family of systems also helps identify the commonality among different systems and explicitly document variability. Since software architecture plays a significant role in the life of a system, it is important to evaluate a system's architecture as early as possible. Architecture evaluation is considered one of the most important and effective techniques of addressing quality related issues at the software architecture level and mitigating architectural risks. Moreover, architecture evaluation sessions are an effective means of sharing and capturing architecture design rationale, reasoning behind architecture design decisions. This tutorial highlights the benefits and challenges in evaluating software architectures. It discusses theoretical and practical concepts underpinning some of the well-known scenario-based architecture evaluation methods and various approaches to characterize quality attributes using scenarios. The use of the presented methods, techniques, and tools will be demonstrated with a case study based on an industrial project.;
